frame,x,y,visible
0,2238.04052734375,1241.5146484375,1
1,2238.04052734375,1241.5146484375,0
2,2238.04052734375,1241.5146484375,0
3,2238.04052734375,1241.5146484375,0
4,2238.04052734375,1241.5146484375,0
5,2238.04052734375,1241.5146484375,0
6,2238.04052734375,1241.5146484375,0
7,2238.04052734375,1241.5146484375,0
8,2238.04052734375,1241.5146484375,0
9,2238.04052734375,1241.5146484375,0
10,2238.04052734375,1241.5146484375,0
11,2238.04052734375,1241.5146484375,0
12,2238.04052734375,1241.5146484375,0
13,2238.04052734375,1241.5146484375,0
14,2238.04052734375,1241.5146484375,0
15,2238.04052734375,1241.5146484375,0
16,2238.04052734375,1241.5146484375,0
17,2238.2465818891583,1241.484375020876,1
18,2238.2586616209087,1241.4826002735574,0
19,2238.270741352659,1241.4808255262387,0
20,2238.2828210844095,1241.47905077892,0
21,2238.29490081616,1241.4772760316014,0
22,2238.3069805479104,1241.4755012842827,0
23,2238.319060279661,1241.473726536964,0
24,2238.331140011411,1241.4719517896453,0
25,2238.3432197431616,1241.4701770423267,0
26,2238.355299474912,1241.468402295008,0
27,2238.3673792066625,1241.4666275476893,0
28,2238.379458938413,1241.4648528003706,0
29,2238.3915386701633,1241.463078053052,0
30,2238.4036184019137,1241.4613033057333,0
31,2238.415698133664,1241.4595285584146,0
32,2238.4277778654146,1241.457753811096,0
33,2238.439857597165,1241.4559790637772,0
34,2238.252967096404,1241.1887706079976,1
35,2238.2531712685604,1241.1711534214187,0
36,2238.253375440717,1241.1535362348397,0
37,2238.253579612873,1241.1359190482608,0
38,2238.2537837850296,1241.1183018616819,0
39,2238.253987957186,1241.100684675103,0
40,2238.2541921293423,1241.083067488524,0
41,2238.2543963014987,1241.065450301945,0
42,2238.254600473655,1241.047833115366,0
43,2238.2548046458114,1241.0302159287871,0
44,2238.255008817968,1241.0125987422082,0
45,2238.255212990124,1240.9949815556292,0
46,2238.2554171622805,1240.9773643690503,0
47,2238.255621334437,1240.9597471824713,0
48,2238.2558255065933,1240.9421299958924,0
49,2238.2560296787497,1240.9245128093135,0
50,2238.256233850906,1240.9068956227345,0
51,2238.2023098133677,1241.3314454114009,1
52,2238.198590627449,1241.3458776752389,0
53,2238.1948714415303,1241.3603099390768,0
54,2238.1911522556115,1241.3747422029148,0
55,2238.187433069693,1241.3891744667528,0
56,2238.183713883774,1241.4036067305908,0
57,2238.1799946978554,1241.4180389944288,0
58,2238.1762755119366,1241.4324712582668,0
59,2238.172556326018,1241.4469035221048,0
60,2238.168837140099,1241.4613357859428,0
61,2238.1651179541805,1241.4757680497808,0
62,2238.1613987682617,1241.4902003136187,0
63,2238.157679582343,1241.5046325774567,0
64,2238.1539603964243,1241.5190648412947,0
65,2238.1502412105056,1241.5334971051327,0
66,2238.146522024587,1241.5479293689707,0
67,2238.142802838668,1241.5623616328087,0
68,2238.1390836527494,1241.5767938966467,0
69,2238.1353644668307,1241.5912261604847,0
70,2238.131645280912,1241.6056584243227,0
71,2238.127926094993,1241.6200906881606,0
72,2238.1242069090745,1241.6345229519986,0
73,2238.1204877231557,1241.6489552158366,0
74,2238.116768537237,1241.6633874796746,0
75,2238.1130493513183,1241.6778197435126,0
76,2238.2832434148654,1241.3319652754124,1
77,2238.2885575602254,1241.3276836723378,0
78,2238.2938717055854,1241.3234020692632,0
79,2238.2991858509454,1241.3191204661887,0
80,2238.3044999963054,1241.3148388631141,0
81,2238.3098141416654,1241.3105572600396,0
82,2238.3151282870253,1241.306275656965,0
83,2238.3204424323853,1241.3019940538904,0
84,2238.3257565777453,1241.2977124508159,0
85,2238.3310707231053,1241.2934308477413,0
86,2238.3363848684653,1241.2891492446668,0
87,2238.3416990138253,1241.2848676415922,0
88,2238.3470131591853,1241.2805860385176,0
89,2238.3523273045453,1241.276304435443,0
90,2238.3576414499053,1241.2720228323685,0
91,2238.3629555952652,1241.267741229294,0
92,2238.3682697406252,1241.2634596262194,0
93,2238.373583885985,1241.2591780231448,0
94,2238.378898031345,1241.2548964200703,0
95,2238.384212176705,1241.2506148169957,0
96,2238.389526322065,1241.2463332139212,0
97,2238.394840467425,1241.2420516108466,0
98,2238.400154612785,1241.237770007772,0
99,2238.405468758145,1241.2334884046975,0
100,2238.410782903505,1241.229206801623,0
101,2238.416097048865,1241.2249251985484,0
102,2238.421411194225,1241.2206435954738,0
103,2238.426725339585,1241.2163619923992,0
104,2238.432039484945,1241.2120803893247,0
105,2238.437353630305,1241.2077987862501,0
106,2238.442667775665,1241.2035171831756,0
107,2238.447981921025,1241.199235580101,0
108,2238.332097181839,1241.3539174305959,1
109,2238.3325117959407,1241.3560620121566,0
110,2238.3169586004274,1241.3341080140838,1
111,2238.311156020491,1241.3268696214461,0
112,2238.305353440555,1241.3196312288085,0
113,2238.2995508606186,1241.3123928361708,0
114,2238.2937482806824,1241.3051544435332,0
115,2238.287945700746,1241.2979160508955,0
116,2238.28214312081,1241.290677658258,0
117,2238.7367617855552,1240.6755777266292,1
118,2238.799698368001,1240.5775878894892,0
119,2238.8626349504466,1240.4795980523493,0
120,2238.9255715328923,1240.3816082152093,0
121,2238.988508115338,1240.2836183780694,0
122,2239.0514446977836,1240.1856285409294,0
123,2239.1143812802293,1240.0876387037895,0
124,2239.177317862675,1239.9896488666495,0
125,2239.2402544451206,1239.8916590295096,0
126,2239.3031910275663,1239.7936691923696,0
127,2239.366127610012,1239.6956793552297,0
128,2239.4290641924576,1239.5976895180897,0
129,2239.4920007749033,1239.4996996809498,0
130,2239.554937357349,1239.4017098438098,0
131,2239.6178739397947,1239.30372000667,0
132,2239.6808105222403,1239.20573016953,0
133,2239.743747104686,1239.10774033239,0
134,2239.8066836871317,1239.00975049525,0
135,2239.8696202695774,1238.91176065811,0
136,2239.932556852023,1238.8137708209701,0
137,2239.9954934344687,1238.7157809838302,0
138,2240.0584300169144,1238.6177911466903,0
139,2240.12136659936,1238.5198013095503,0
140,2240.1843031818057,1238.4218114724104,0
141,2240.2472397642514,1238.3238216352704,0
142,2240.310176346697,1238.2258317981305,0
143,2240.3731129291427,1238.1278419609905,0
144,2240.4360495115884,1238.0298521238506,0
145,2240.498986094034,1237.9318622867106,0
146,2240.5619226764798,1237.8338724495707,0
147,2240.6248592589254,1237.7358826124307,0
148,2240.687795841371,1237.6378927752908,0
149,2240.7507324238168,1237.5399029381508,0
150,2240.8136690062624,1237.4419131010109,0
151,2240.876605588708,1237.343923263871,0
152,2240.939542171154,1237.245933426731,0
153,2241.0024787535995,1237.147943589591,0
154,2241.065415336045,1237.049953752451,0
155,2241.128351918491,1236.9519639153111,0
156,2241.1912885009365,1236.8539740781712,0
157,2241.254225083382,1236.7559842410312,0
158,2241.317161665828,1236.6579944038913,0
159,2241.3800982482735,1236.5600045667513,0
160,2241.443034830719,1236.4620147296114,0
161,2241.505971413165,1236.3640248924714,0
162,2241.5689079956105,1236.2660350553315,0
163,2241.631844578056,1236.1680452181915,0
164,2241.694781160502,1236.0700553810516,0
165,2241.7577177429475,1235.9720655439116,0
166,2241.820654325393,1235.8740757067717,0
167,2241.883590907839,1235.7760858696317,0
168,2241.9465274902846,1235.6780960324918,0
169,2242.00946407273,1235.5801061953518,0
170,2242.072400655176,1235.482116358212,0
171,2242.1353372376216,1235.384126521072,0
172,2242.1982738200672,1235.286136683932,0
173,2242.261210402513,1235.188146846792,0
174,2242.3241469849586,1235.090157009652,0
175,2242.3870835674043,1234.9921671725122,0
176,2242.45002014985,1234.8941773353722,0
177,2242.5129567322956,1234.7961874982323,0
178,2242.5758933147413,1234.6981976610923,0
179,2242.638829897187,1234.6002078239524,0
180,2242.7017664796326,1234.5022179868124,0
181,2242.7647030620783,1234.4042281496725,0
182,2242.827639644524,1234.3062383125325,0
183,2242.8905762269696,1234.2082484753926,0
