frame,x,y,visible
0,-1.0,-1.0,0
1,2553.0,1431.0,1
2,2553.0,1431.0,0
3,2553.0,1431.0,0
4,2553.0,1431.0,0
5,2553.0,1431.0,0
6,2553.0,1431.0,0
7,2553.0,1431.0,0
8,2553.0,1431.0,0
9,2553.0,1431.0,0
10,2553.0,1431.0,0
11,2553.0,1431.0,0
12,2553.0,1431.0,0
13,2553.0,1431.0,0
14,2553.0,1431.0,0
15,2553.0,1431.0,0
16,2553.0,1431.0,0
17,2553.0,1431.0,0
18,2553.0,1431.0,0
19,2553.0,1431.0,0
20,2553.0,1431.0,0
21,2553.0,1431.0,0
22,2553.0,1431.0,0
23,2553.0,1431.0,0
24,2553.0,1431.0,0
25,2553.0,1431.0,0
26,2553.0,1431.0,0
27,2553.0,1431.0,0
28,2553.0,1431.0,0
29,2553.0,1431.0,0
30,2553.0,1431.0,0
31,2553.0,1431.0,0
32,2553.0,1431.0,0
33,2553.0,1431.0,0
34,2553.0,1431.0,0
35,2553.0,1431.0,0
36,2553.0,1431.0,0
37,2553.0,1431.0,0
38,2553.0,1431.0,0
39,2553.0,1431.0,0
40,2553.0,1431.0,0
41,2553.0,1431.0,0
42,2553.0,1431.0,0
43,2553.0,1431.0,0
44,2553.0,1431.0,0
45,2553.0,1431.0,0
46,2553.0,1431.0,0
47,2553.0,1431.0,0
48,2553.0,1431.0,0
49,2553.0,1431.0,0
50,2553.0,1431.0,0
51,2553.0,1431.0,0
52,2553.0,1431.0,0
53,2553.0,1431.0,0
54,2553.0,1431.0,0
55,2553.0,1431.0,0
56,2553.0,1431.0,0
57,2553.0,1431.0,0
58,2553.0,1431.0,0
59,2553.0,1431.0,0
60,2553.0,1431.0,0
61,2553.0,1431.0,0
62,2553.0,1431.0,0
63,2553.0,1431.0,0
64,2553.0,1431.0,0
65,2553.0,1431.0,0
66,2553.0,1431.0,0
67,2553.0,1431.0,0
68,2553.0,1431.0,0
69,2553.0,1431.0,0
70,2553.0,1431.0,0
71,2553.0,1431.0,0
72,2553.0,1431.0,0
73,2553.0,1431.0,0
74,2553.0,1431.0,0
75,2553.0,1431.0,0
76,2553.0,1431.0,0
77,2553.0,1431.0,0
78,2553.0,1431.0,0
79,2553.0,1431.0,0
80,2553.0,1431.0,0
81,2553.0,1431.0,0
82,2553.0,1431.0,0
83,2553.0,1431.0,0
84,2553.0,1431.0,0
85,2553.0,1431.0,0
86,2553.0,1431.0,0
87,2553.0,1431.0,0
88,2553.0,1431.0,0
89,2553.0,1431.0,0
90,2553.0,1431.0,0
91,2553.0,1431.0,0
92,2553.0,1431.0,0
93,2553.0,1431.0,0
94,2553.0,1431.0,0
95,2553.0,1431.0,0
96,2553.0,1431.0,0
97,2553.0,1431.0,0
98,2553.0,1431.0,0
99,2553.0,1431.0,0
100,2553.0,1431.0,0
101,2553.0,1431.0,0
102,2553.0,1431.0,0
103,2553.0,1431.0,0
104,2553.0,1431.0,0
105,2553.0,1431.0,0
106,2553.0,1431.0,0
107,2553.0,1431.0,0
108,2553.0,1431.0,0
109,2553.0,1431.0,0
110,2553.0,1431.0,0
111,2553.0,1431.0,0
112,2553.0,1431.0,0
113,2553.0,1431.0,0
114,2553.0,1431.0,0
115,2553.0,1431.0,0
116,2553.0,1431.0,0
117,2553.0,1431.0,0
118,2553.0,1431.0,0
119,2553.0,1431.0,0
120,2553.0,1431.0,0
121,2553.0,1431.0,0
122,2553.0,1431.0,0
123,2553.0,1431.0,0
124,2553.0,1431.0,0
125,2553.0,1431.0,0
126,2553.0,1431.0,0
127,2553.0,1431.0,0
128,2553.0,1431.0,0
129,2553.0,1431.0,0
130,2553.0,1431.0,0
131,2553.0,1431.0,0
132,2553.0,1431.0,0
133,2553.0,1431.0,0
134,2553.0,1431.0,0
135,2553.0,1431.0,0
136,2553.0,1431.0,0
137,2553.0,1431.0,0
138,2553.0,1431.0,0
139,2553.0,1431.0,0
140,2553.0,1431.0,0
141,2553.0,1431.0,0
142,2553.0,1431.0,0
143,2553.0,1431.0,0
144,2553.0,1431.0,0
145,2553.0,1431.0,0
146,2553.0,1431.0,0
147,2553.0,1431.0,0
148,2553.0,1431.0,0
149,2553.0,1431.0,0
150,2553.0,1431.0,0
151,2553.0,1431.0,0
152,2553.0,1431.0,0
153,2553.0,1431.0,0
154,2553.0,1431.0,0
155,2553.0,1431.0,0
156,2553.0,1431.0,0
157,2553.0,1431.0,0
158,2553.0,1431.0,0
159,2553.0,1431.0,0
160,2553.0,1431.0,0
161,2553.0,1431.0,0
162,2553.0,1431.0,0
163,2553.0,1431.0,0
164,2553.0,1431.0,0
165,2553.0,1431.0,0
166,2553.0,1431.0,0
167,2553.0,1431.0,0
168,2553.0,1431.0,0
169,2553.0,1431.0,0
170,2553.0,1431.0,0
171,2553.0,1431.0,0
172,2553.0,1431.0,0
173,2553.0,1431.0,0
174,2553.0,1431.0,0
175,2553.0,1431.0,0
176,2553.0,1431.0,0
177,2553.0,1431.0,0
