frame,x,y,visible
0,-1.0,-1.0,0
1,2035.0,653.0,1
2,2035.0,653.0,0
3,2035.0,653.0,0
4,2035.0,653.0,0
5,2035.0,653.0,0
6,2035.0,653.0,0
7,2035.0,653.0,0
8,2035.0,653.0,0
9,2035.0,653.0,0
10,2035.0,653.0,0
11,2035.0,653.0,0
12,2035.0,653.0,0
13,2035.0,653.0,0
14,2035.0,653.0,0
15,2035.0,653.0,0
16,2035.0,653.0,0
17,2035.0,653.0,0
18,2035.0,653.0,0
19,2035.0,653.0,0
20,2035.0,653.0,0
21,2035.0,653.0,0
22,2035.0,653.0,0
23,2035.0,653.0,0
24,2035.0,653.0,0
25,2035.0,653.0,0
26,2035.0,653.0,0
27,2035.0,653.0,0
28,2035.0,653.0,0
29,2035.0,653.0,0
30,2035.0,653.0,0
31,2035.0,653.0,0
32,2035.0,653.0,0
33,2035.0,653.0,0
34,2035.0,653.0,0
35,2035.0,653.0,0
36,2035.0,653.0,0
37,2035.0,653.0,0
38,2035.0,653.0,0
39,2035.0,653.0,0
40,2035.0,653.0,0
41,2035.0,653.0,0
42,2035.0,653.0,0
43,2035.0,653.0,0
44,2035.0,653.0,0
45,2035.0,653.0,0
46,2035.0,653.0,0
47,2035.0,653.0,0
48,2035.0,653.0,0
49,2035.0,653.0,0
50,2035.0,653.0,0
51,2035.0,653.0,0
52,2035.0,653.0,0
53,2035.0,653.0,0
54,2035.0,653.0,0
55,2035.0,653.0,0
56,2035.0,653.0,0
57,2035.0,653.0,0
58,2035.0,653.0,0
59,2035.0,653.0,0
60,2035.0,653.0,0
61,2035.0,653.0,0
62,2035.0,653.0,0
63,2035.0,653.0,0
64,2035.0,653.0,0
65,2035.0,653.0,0
66,2035.0,653.0,0
67,2035.0,653.0,0
68,2035.0,653.0,0
69,2035.0,653.0,0
70,2035.0,653.0,0
71,2035.0,653.0,0
72,2035.0,653.0,0
73,2035.0,653.0,0
74,2035.0,653.0,0
75,2035.0,653.0,0
76,2035.0,653.0,0
77,2035.0,653.0,0
78,2035.0,653.0,0
79,2035.0,653.0,0
80,2035.0,653.0,0
81,2035.0,653.0,0
82,2035.0,653.0,0
83,2035.0,653.0,0
84,2035.0,653.0,0
85,2035.0,653.0,0
86,2035.0,653.0,0
87,2035.0,653.0,0
88,2035.0,653.0,0
89,2035.0,653.0,0
90,2035.0,653.0,0
91,2035.0,653.0,0
92,2035.0,653.0,0
93,2035.0,653.0,0
94,2035.0,653.0,0
95,2035.0,653.0,0
96,2035.0,653.0,0
97,2035.0,653.0,0
98,2035.0,653.0,0
99,2035.0,653.0,0
100,2035.0,653.0,0
101,2035.0,653.0,0
102,2035.0,653.0,0
103,2035.0,653.0,0
104,2035.0,653.0,0
105,2035.0,653.0,0
106,2035.0,653.0,0
107,2035.0,653.0,0
108,2035.0,653.0,0
109,2035.0,653.0,0
110,2035.0,653.0,0
111,2035.0,653.0,0
112,2035.0,653.0,0
113,2035.0,653.0,0
114,2035.0,653.0,0
115,2035.0,653.0,0
116,2035.0,653.0,0
117,2035.0,653.0,0
118,2035.0,653.0,0
119,2035.0,653.0,0
120,2035.0,653.0,0
121,2035.0,653.0,0
122,2035.0,653.0,0
123,2035.0,653.0,0
124,2035.0,653.0,0
125,2035.0,653.0,0
126,2035.0,653.0,0
127,2035.0,653.0,0
128,2035.0,653.0,0
129,2035.0,653.0,0
130,2035.0,653.0,0
131,2035.0,653.0,0
132,2035.0,653.0,0
133,2035.0,653.0,0
134,2035.0,653.0,0
135,2035.0,653.0,0
136,2035.0,653.0,0
137,2035.0,653.0,0
138,2035.0,653.0,0
139,2035.0,653.0,0
140,2035.0,653.0,0
141,2035.0,653.0,0
142,2035.0,653.0,0
143,2035.0,653.0,0
144,2035.0,653.0,0
145,2035.0,653.0,0
146,2035.0,653.0,0
147,2035.0,653.0,0
148,2035.0,653.0,0
149,2035.0,653.0,0
150,2035.0,653.0,0
151,2035.0,653.0,0
152,2035.0,653.0,0
153,2035.0,653.0,0
154,2035.0,653.0,0
155,2035.0,653.0,0
156,2035.0,653.0,0
157,2035.0,653.0,0
158,2035.0,653.0,0
159,2035.0,653.0,0
160,2035.0,653.0,0
161,2035.0,653.0,0
162,2035.0,653.0,0
163,2035.0,653.0,0
164,2035.0,653.0,0
165,2035.0,653.0,0
166,2035.0,653.0,0
167,2035.0,653.0,0
168,2035.0,653.0,0
169,2035.0,653.0,0
170,2035.0,653.0,0
171,2035.0,653.0,0
172,2035.0,653.0,0
173,2035.0,653.0,0
174,2035.0,653.0,0
175,2035.0,653.0,0
176,2035.0,653.0,0
177,2035.0,653.0,0
